ïid,time_spending,reasons_using,d_information,d_communication,d_new_friend,d_share,d_study,d_entainterment,number_friends,group_membership,siu_ingroup,informational_use,siu_1,siu_2,siu_3,entertainment_use,oep_1,political_efficacy,oep_2,oep_3,oep_4_data,oep_4,ofep_1,ofep_2,ofep_3,ofep_4,gender,age,barth_place,education,job,income,rural_urban_1,location,rural_urban_2,fav_party,SIU,three_usage,OEP,OFEP,supportNLD,supportUSDP,supportEthnicParty,supportOthersParty
615,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"1, 2, 4",3,5,5,1,5,1,1,1,5,1,1,1,1,0,0,1,Male,35,8,4,4,3,3,8,1,1,0.73750001,0.64583331,0.41249999,0.5,1,0,0,0
616,More than 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,3,1,3,4,4,3,5,4,1,4,2,2,1,1,0,0,0,Female,28,10,4,5,2,1,10,1,1,0.61250001,0.73750001,0.5625,0.25,1,0,0,0
617,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 3000-5000 friends,"1, 2, 4",3,4,4,2,4,2,4,5,4,5,2,1,1,0,0,0,Male,38,8,5,5,2,1,13,1,1,0.6875,0.62916666,0.71249998,0.25,1,0,0,0
618,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,2,1,4,4,3,5,4,1,1,4,3,1,1,0,0,0,0,Female,51,10,4,7,3,1,10,1,1,0.66250002,0.75416666,0.46250001,0,1,0,0,0
619,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,"2, 3",2,4,5,4,4,4,4,3,3,4,2,1,1,0,1,1,Female,24,9,4,1,1,3,9,2,1,0.77499998,0.79166669,0.61250001,0.75,1,0,0,0
620,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,under 300 friends,"2, 3",2,5,5,1,5,4,4,5,5,4,1,1,1,0,0,0,Female,26,10,5,5,2,4,10,3,1,0.67500001,0.82499999,0.71249998,0.25,1,0,0,0
621,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,under 300 friends,"2, 3, 4",3,4,4,1,4,4,4,5,4,4,"1, 2",2,1,0,0,0,Female,18,13,3,1,1,1,13,1,1,0.63749999,0.74583334,0.72500002,0.25,1,0,0,0
622,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 3000-5000 friends,"1, 2, 4",3,4,4,4,5,4,4,5,5,4,3,1,1,1,1,1,Male,39,4,5,5,2,3,4,2,1,0.83749998,0.8125,0.71249998,1,1,0,0,0
623,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,5,3,3,4,1,1,1,4,1,2,1,1,0,0,0,Male,30,8,4,4,2,1,10,1,1,0.75,0.64999998,0.36250001,0.25,1,0,0,0
624,More than 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,between 300-1000 friends,"2, 3",2,3,5,4,5,4,5,1,3,1,2,1,0,0,0,1,Female,29,10,5,7,2,1,10,1,1,0.82499999,0.74166667,0.51249999,0.25,1,0,0,0
625,More than 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,between 3000-5000 friends,"1, 2, 4",3,5,5,5,5,3,3,3,5,5,3,1,1,0,0,0,Male,43,9,4,7,5,1,10,1,1,0.9375,0.84583336,0.71249998,0.25,1,0,0,0
626,More than 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,between 3000-5000 friends,"1, 2, 4",3,5,5,5,5,3,3,3,5,5,3,1,1,0,0,0,Male,43,9,4,7,5,1,10,1,1,0.9375,0.84583336,0.71249998,0.25,1,0,0,0
627,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 1000-3000 friends,"2, 3",2,3,4,4,4,5,4,4,5,2,1,1,1,0,1,1,Female,26,8,5,5,2,1,8,1,1,0.72500002,0.77500004,0.61250001,0.75,1,0,0,0
628,Less than 1 Hour,"1, 2, 5",1,1,0,0,1,0,under 300 friends,"1, 2, 3, 4",4,5,5,2,4,2,3,5,5,2,4,1,0,0,0,0,Male,41,13,5,7,5,1,13,1,1,0.80000001,0.73333335,0.5625,0,1,0,0,0
629,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 3000-5000 friends,"1, 3, 4",3,3,5,4,5,4,4,4,3,4,2,1,0,0,0,0,Male,23,10,4,4,2,2,10,1,1,0.88749999,0.76249999,0.61250001,0,1,0,0,0
630,More than 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 300-1000 friends,"2, 3",2,5,4,5,5,4,1,1,5,1,2,1,1,0,0,0,Female,33,8,5,5,2,3,14,1,1,0.82499999,0.875,0.41249999,0.25,1,0,0,0
631,More than 3 Hours,"2, 3, 4",0,1,1,1,0,0,under 300 friends,3,1,4,5,3,2,4,4,3,3,2,2,1,0,0,0,0,Female,28,10,5,4,4,5,15,2,1,0.5625,0.72083336,0.51249999,0,1,0,0,0
632,More than 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 3000-5000 friends,"1, 2, 3, 4",4,4,4,4,5,5,4,4,4,4,1,1,1,1,0,0,Male,28,10,4,4,4,1,13,1,1,0.89999998,0.89999998,0.66250002,0.5,1,0,0,0
633,More than 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,4,4,5,4,4,4,5,5,3,1,1,0,1,1,Male,28,4,4,7,5,3,4,2,1,0.89999998,0.89999998,0.76249999,0.75,1,0,0,0
634,Less than 1 Hour,"2, 4, 5, 6",0,1,0,1,1,1,between 1000-3000 friends,"2, 3, 4",3,5,5,4,3,4,4,1,5,1,1,1,0,0,0,0,Male,17,10,0,1,1,1,10,1,1,0.78750002,0.86250001,0.5625,0,1,0,0,0
635,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,4,4,3,4,3,4,4,4,3,2,1,1,0,0,0,Female,23,9,4,1,1,3,9,1,1,0.80000001,0.73333335,0.61250001,0.25,1,0,0,0
636,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,4,4,4,5,4,5,5,5,1,2,1,1,0,0,0,Female,19,9,0,5,2,4,9,4,1,0.89999998,0.83333331,0.61250001,0.25,1,0,0,0
637,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"2, 3, 4",3,4,5,1,5,4,4,4,5,4,1,1,1,0,0,0,Female,23,8,4,1,2,4,8,3,1,0.73750001,0.7791667,0.71249998,0.25,1,0,0,0
638,Between 1 Hour and 3 Hours,"4, 5",0,0,0,1,1,0,between 1000-3000 friends,"2, 3",2,2,4,4,5,1,5,4,5,5,2,1,0,1,1,0,Male,23,10,4,4,2,1,10,1,1,0.77499998,0.45833331,0.8125,0.5,1,0,0,0
639,Between 1 Hour and 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,under 300 friends,"1, 2, 3, 4",4,5,5,3,4,4,1,1,4,1,2,1,0,0,0,0,Female,57,13,4,7,3,1,10,1,1,0.85000002,0.88333333,0.36250001,0,1,0,0,0
640,More than 3 Hours,1,1,0,0,0,0,0,between 300-1000 friends,1,1,5,4,1,5,4,1,1,4,4,1,1,1,0,0,0,Female,48,10,6,5,2,1,10,1,1,0.5625,0.78750002,0.51249999,0.25,1,0,0,0
641,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"2, 3, 4",3,2,4,1,3,4,2,2,1,2,1,1,1,0,0,0,Female,21,13,0,1,1,1,13,1,1,0.58749998,0.5958333,0.3125,0.25,1,0,0,0
642,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,under 300 friends,"1, 2, 3, 4",4,2,1,1,3,1,1,2,2,2,2,1,1,0,0,1,Female,45,13,6,5,2,1,13,1,1,0.5,0.36666667,0.3125,0.5,1,0,0,0
643,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"1, 2, 4",3,4,4,1,4,4,4,5,4,3,3,1,1,0,0,0,Female,28,10,4,5,2,3,10,1,1,0.63749999,0.74583334,0.61250001,0.25,1,0,0,0
644,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,"1, 2, 3",3,5,5,5,5,4,4,5,5,3,1,1,0,0,0,0,Male,27,10,4,7,2,1,10,1,1,0.9375,0.91250002,0.66250002,0,1,0,0,0
645,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 300-1000 friends,"1, 2",2,4,4,2,5,4,4,1,5,2,2,1,1,0,0,0,Female,21,13,4,1,1,1,13,1,1,0.67500001,0.75833333,0.61250001,0.25,1,0,0,0
646,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 300-1000 friends,2,1,3,5,3,4,4,4,1,4,1,2,1,0,0,0,0,Female,30,10,4,5,2,4,10,3,4,0.66250002,0.6875,0.51249999,0,0,0,0,1
647,More than 3 Hours,3,0,0,1,0,0,0,between 1000-3000 friends,1,1,5,4,2,4,2,2,3,4,2,2,1,1,0,0,0,Female,32,10,5,5,2,3,10,1,1,0.5625,0.65416664,0.46250001,0.25,1,0,0,0
648,More than 3 Hours,1,1,0,0,0,0,0,under 300 friends,1,1,5,4,4,4,5,1,4,2,2,2,1,0,0,0,0,Male,35,10,5,5,2,3,10,1,1,0.66250002,0.88749999,0.3125,0,1,0,0,0
649,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 3000-5000 friends,"1, 3, 4",3,5,5,3,4,4,4,5,4,5,3,1,0,0,0,0,Male,63,11,4,4,4,1,13,1,1,0.78750002,0.86250001,0.71249998,0,1,0,0,0
650,Between 1 Hour and 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,between 300-1000 friends,"1, 2",2,5,4,3,4,3,3,4,4,4,2,1,1,0,0,0,Female,52,8,6,5,2,1,10,1,4,0.67500001,0.75833333,0.61250001,0.25,0,0,0,1
651,More than 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,4,2,4,5,3,2,3,3,1,1,0,0,0,0,Female,31,13,4,4,4,1,13,1,1,0.75,0.91666669,0.51249999,0,1,0,0,0
652,Less than 1 Hour,2,0,1,0,0,0,0,between 300-1000 friends,1,1,1,5,1,1,1,1,1,1,1,2,1,1,0,0,0,Female,32,3,4,7,2,3,3,2,2,0.41249999,0.27083334,0.21250001,0.25,0,1,0,0
653,More than 3 Hours,"1, 2, 4, 6",1,1,0,1,0,1,under 300 friends,"2, 3, 4",3,1,4,1,1,4,4,1,1,1,1,1,0,0,0,0,Female,29,10,4,5,1,3,10,1,1,0.48750001,0.49583334,0.36250001,0,1,0,0,0
654,Less than 1 Hour,2,0,1,0,0,0,0,under 300 friends,"3, 4",2,5,4,1,4,4,2,3,4,4,2,1,0,0,0,0,Male,18,10,0,1,1,1,10,1,1,0.57499999,0.79166669,0.5625,0,1,0,0,0
655,Less than 1 Hour,"1, 2",1,1,0,0,0,0,between 1000-3000 friends,2,1,5,4,2,5,4,1,3,4,1,2,1,0,0,1,1,Female,40,10,6,5,2,2,10,1,1,0.61250001,0.80416667,0.36250001,0.5,1,0,0,0
656,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,4,1,5,5,3,3,3,3,3,5,3,3,1,1,0,1,1,Male,45,10,4,7,2,1,10,1,2,0.61250001,0.73750001,0.61250001,0.75,0,1,0,0
657,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"1, 2, 4",3,5,5,1,4,4,4,5,5,4,3,1,0,0,0,0,Male,65,10,4,4,2,1,10,1,1,0.6875,0.82916665,0.71249998,0,1,0,0,0
658,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,under 300 friends,"1, 2, 3",3,4,4,3,4,2,2,4,3,4,3,1,0,0,0,0,Male,54,7,5,7,5,1,13,1,4,0.73750001,0.64583331,0.51249999,0,0,0,0,1
659,More than 3 Hours,1,1,0,0,0,0,0,under 300 friends,1,1,4,4,4,4,4,4,1,3,3,2,1,0,0,0,0,Female,39,13,4,2,1,1,13,1,1,0.66250002,0.75416666,0.5625,0,1,0,0,0
660,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"2, 3, 4",3,4,5,2,4,4,4,4,3,3,1,1,1,0,0,0,Female,24,10,4,7,3,1,10,1,1,0.73750001,0.7791667,0.5625,0.25,1,0,0,0
661,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,4,4,3,5,4,2,3,5,3,3,1,1,0,0,0,Female,24,8,4,1,1,3,10,1,1,0.85000002,0.81666666,0.5625,0.25,1,0,0,0
662,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,between 1000-3000 friends,3,1,4,5,4,4,4,4,4,3,1,2,1,0,0,0,1,Female,27,10,5,5,2,3,10,1,1,0.71249998,0.77083331,0.46250001,0.25,1,0,0,0
663,Less than 1 Hour,"3, 4",0,0,1,1,0,0,between 1000-3000 friends,3,1,4,4,3,5,4,5,5,4,4,3,1,0,0,0,0,Female,31,10,4,5,2,3,10,3,2,0.66250002,0.75416666,0.71249998,0,0,1,0,0
664,More than 3 Hours,"1, 4, 5, 6",1,0,0,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,4,4,1,5,5,4,2,3,2,1,1,1,0,0,1,Female,23,1,4,1,1,3,1,1,1,0.75,0.85000002,0.51249999,0.5,1,0,0,0
665,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,4,5,4,4,5,4,5,3,1,1,1,0,1,Female,22,8,4,4,2,1,10,1,4,0.94999999,0.91666669,0.71249998,0.75,0,0,0,1
666,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 1000-3000 friends,2,1,5,5,1,4,1,5,4,4,1,2,1,1,0,0,0,Female,30,10,4,5,2,4,10,3,2,0.5625,0.58749998,0.5625,0.25,0,1,0,0
667,More than 3 Hours,1,1,0,0,0,0,0,under 300 friends,2,1,5,4,3,4,3,2,3,4,5,2,1,0,0,0,1,Female,21,7,4,1,1,4,7,4,1,0.61250001,0.73750001,0.61250001,0.25,1,0,0,0
668,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,4,5,4,4,5,5,4,4,5,1,1,1,0,0,0,Male,24,10,4,7,3,1,10,1,1,0.89999998,0.89999998,0.76249999,0.25,1,0,0,0
669,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 300-1000 friends,"1, 2",2,5,5,3,5,4,4,4,4,4,1,1,1,0,0,0,Female,26,10,4,5,2,1,10,1,1,0.77499998,0.85833335,0.66250002,0.25,1,0,0,0
670,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 3000-5000 friends,"1, 4",2,5,5,3,5,3,5,4,5,5,3,1,1,0,0,0,Male,63,11,4,4,4,1,13,1,1,0.77499998,0.79166669,0.8125,0.25,1,0,0,0
671,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,under 300 friends,2,1,3,5,3,5,3,4,5,5,1,2,1,1,0,0,0,Female,27,10,4,5,2,4,10,3,2,0.71249998,0.63749999,0.5625,0.25,0,1,0,0
672,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,4,5,5,5,4,3,4,1,1,0,0,0,1,Female,30,8,4,5,2,4,8,3,1,0.94999999,0.98333335,0.66250002,0.25,1,0,0,0
673,Between 1 Hour and 3 Hours,"1, 3, 4, 6",1,0,1,1,0,1,under 300 friends,"1, 2, 3",3,5,4,4,5,2,2,4,4,5,2,1,0,0,0,0,Female,21,8,3,1,1,1,8,1,1,0.83749998,0.74583334,0.61250001,0,1,0,0,0
674,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,4,4,5,5,4,4,4,4,1,1,1,1,0,0,Male,28,10,4,7,1,4,10,1,1,0.89999998,0.96666664,0.66250002,0.5,1,0,0,0
675,Less than 1 Hour,2,0,1,0,0,0,0,under 300 friends,1,1,5,4,4,5,4,2,4,4,4,1,1,1,0,0,0,Female,47,10,6,5,2,1,7,1,1,0.71249998,0.83749998,0.5625,0.25,1,0,0,0
676,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 300-1000 friends,"1, 2, 3",3,4,4,1,5,1,4,4,4,4,"1, 3, 2",3,1,1,0,0,Female,30,9,5,5,2,4,9,3,1,0.6875,0.5625,0.78750002,0.5,1,0,0,0
677,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 3000-5000 friends,4,1,5,4,4,5,4,4,4,5,3,3,1,1,0,0,1,Male,30,9,4,3,1,2,15,1,4,0.71249998,0.83749998,0.66250002,0.5,0,0,0,1
678,More than 3 Hours,"1, 2, 3, 4",1,1,1,1,0,0,between 3000-5000 friends,"1, 2, 4",3,5,5,4,5,4,5,5,5,5,2,1,1,0,0,0,Male,28,10,4,4,2,3,10,1,1,0.88749999,0.89583331,0.8125,0.25,1,0,0,0
679,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"1, 2, 3, 4",4,3,5,1,4,2,1,1,1,1,2,1,0,0,0,0,Female,38,13,4,4,4,1,13,1,1,0.75,0.58333331,0.21250001,0,1,0,0,0
680,Between 1 Hour and 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 300-1000 friends,"1, 2, 3, 4",4,4,2,1,4,5,3,3,4,2,1,1,1,0,1,0,Female,18,8,4,1,1,3,10,1,1,0.60000002,0.80000001,0.51249999,0.5,1,0,0,0
681,More than 3 Hours,6,0,0,0,0,0,1,between 1000-3000 friends,"1, 3",2,3,4,3,4,4,4,3,2,3,1,1,0,0,0,0,Male,36,10,4,5,1,3,10,1,4,0.67500001,0.69166666,0.51249999,0,0,0,0,1
682,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,under 300 friends,"1, 2, 3, 4",4,5,5,1,3,3,3,1,3,1,2,1,1,0,0,0,Female,24,8,4,7,3,3,8,1,1,0.69999999,0.76666665,0.41249999,0.25,1,0,0,0
683,Between 1 Hour and 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 1000-3000 friends,"1, 2",2,5,5,4,5,4,5,4,4,4,1,1,1,0,0,0,Female,22,8,0,1,1,1,8,3,1,0.82499999,0.875,0.71249998,0.25,1,0,0,0
684,More than 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"2, 3",2,2,4,1,1,5,1,1,1,1,2,1,1,0,0,0,Female,30,8,5,5,2,4,8,3,1,0.42500001,0.60833335,0.21250001,0.25,1,0,0,0
685,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,under 300 friends,"1, 2, 3, 4",4,5,5,5,5,4,5,4,5,5,3,1,1,1,1,1,Male,44,10,4,4,3,1,10,1,1,1,0.93333334,0.8125,1,1,0,0,0
686,Less than 1 Hour,2,0,1,0,0,0,0,under 300 friends,2,1,3,5,5,5,3,2,5,5,5,1,1,0,0,0,1,Male,52,9,5,5,2,2,9,1,1,0.8125,0.67083335,0.66250002,0.25,1,0,0,0
687,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,2,1,3,5,1,5,1,1,1,4,1,2,1,1,0,0,0,Female,50,9,6,5,2,1,13,1,1,0.61250001,0.47083333,0.36250001,0.25,1,0,0,0
688,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,5,5,4,3,4,5,5,2,1,1,0,0,0,Male,28,10,4,4,3,3,10,1,1,1,0.93333334,0.71249998,0.25,1,0,0,0
689,Between 1 Hour and 3 Hours,"1, 4, 5, 6",1,0,0,1,1,1,between 300-1000 friends,"2, 3, 4",3,4,4,3,3,5,5,3,3,3,2,1,0,0,0,1,Female,23,13,4,1,1,1,10,1,1,0.6875,0.82916665,0.61250001,0.25,1,0,0,0
690,Less than 1 Hour,2,0,1,0,0,0,0,between 300-1000 friends,1,1,4,5,4,4,2,4,4,4,3,1,1,0,0,0,0,Female,47,10,6,5,2,1,7,2,1,0.71249998,0.63749999,0.61250001,0,1,0,0,0
691,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,3,1,5,5,2,4,2,3,2,5,3,3,1,1,0,0,0,Female,25,10,4,7,2,4,10,3,1,0.61250001,0.67083335,0.61250001,0.25,1,0,0,0
692,More than 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 300-1000 friends,"1, 2, 3, 4",4,5,5,4,5,4,5,5,4,5,1,1,1,1,0,0,Male,22,11,4,1,1,3,11,1,1,0.94999999,0.91666669,0.76249999,0.5,1,0,0,0
693,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,3,2,3,3,4,2,3,2,1,1,1,0,0,0,Female,28,10,4,4,2,1,10,1,1,0.64999998,0.75,0.51249999,0.25,1,0,0,0
694,Less than 1 Hour,"1, 2",1,1,0,0,0,0,under 300 friends,2,1,4,5,5,5,4,4,3,4,3,1,1,1,0,0,1,Female,42,8,6,5,2,3,8,1,1,0.8125,0.80416667,0.61250001,0.5,1,0,0,0
695,Less than 1 Hour,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"2, 3",2,4,5,2,4,4,2,2,4,4,"1, 3",2,1,1,0,0,Female,24,10,4,1,1,1,10,1,1,0.67500001,0.75833333,0.625,0.5,1,0,0,0
696,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,1,2,4,2,4,4,4,2,1,0,0,0,1,Male,35,10,1,2,1,1,10,1,1,0.60000002,0.73333335,0.5625,0.25,1,0,0,0
697,Between 1 Hour and 3 Hours,"1, 2, 4, 6",1,1,0,1,0,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,5,5,5,5,5,5,5,1,1,1,0,0,1,Female,29,10,4,2,2,1,10,,1,1,1,0.8125,0.5,1,0,0,0
698,More than 3 Hours,1,1,0,0,0,0,0,between 1000-3000 friends,2,1,5,4,4,5,4,4,4,5,5,1,1,0,0,0,0,Female,32,8,5,5,2,1,13,1,1,0.71249998,0.83749998,0.76249999,0,1,0,0,0
